cgpa,ssc,hsc,internships,projects,aptitude,communication,training,placed
5.62,75.0,92.0,3.0,5.0,57.0,10.0,1.0,1
8.34,84.0,65.0,2.0,5.0,91.0,8.0,1.0,1
7.34,80.0,56.0,2.0,5.0,60.0,7.0,0.0,1
9.55,90.0,67.0,2.0,5.0,67.0,7.0,0.0,1
8.4,72.0,86.0,2.0,2.0,77.0,4.0,1.0,1
5.15,85.0,64.0,3.0,3.0,53.0,6.0,1.0,1
6.84,91.0,95.0,3.0,0.0,63.0,2.0,0.0,0
7.43,93.0,54.0,0.0,4.0,70.0,10.0,0.0,1
9.65,60.0,62.0,3.0,3.0,42.0,2.0,1.0,1
8.14,93.0,73.0,0.0,3.0,89.0,7.0,1.0,1
8.11,94.0,58.0,3.0,0.0,76.0,5.0,0.0,1
8.33,75.0,79.0,2.0,3.0,60.0,3.0,0.0,1
7.43,60.0,84.0,3.0,4.0,46.0,8.0,1.0,1
7.76,77.0,74.0,1.0,0.0,87.0,5.0,1.0,1
5.21,95.0,65.0,1.0,1.0,72.0,9.0,0.0,1
9.69,73.0,89.0,1.0,1.0,85.0,8.0,1.0,1
6.44,86.0,74.0,2.0,4.0,71.0,4.0,0.0,1
8.18,64.0,58.0,0.0,2.0,74.0,4.0,0.0,1
9.08,94.0,68.0,2.0,0.0,78.0,6.0,0.0,1
6.73,63.0,89.0,1.0,0.0,48.0,2.0,1.0,0
7.04,66.0,79.0,3.0,5.0,86.0,8.0,0.0,1
6.8,79.0,89.0,3.0,3.0,70.0,1.0,1.0,1
9.47,90.0,71.0,1.0,5.0,69.0,9.0,0.0,1
5.44,74.0,59.0,3.0,4.0,79.0,4.0,1.0,1
6.49,80.0,62.0,2.0,5.0,63.0,1.0,1.0,1
7.45,68.0,66.0,3.0,3.0,93.0,8.0,0.0,1
8.67,54.0,88.0,0.0,0.0,44.0,3.0,0.0,0
9.3,59.0,87.0,2.0,1.0,59.0,5.0,1.0,1
8.13,73.0,70.0,0.0,3.0,96.0,8.0,1.0,1
7.36,84.0,88.0,1.0,3.0,68.0,9.0,0.0,1
7.02,59.0,88.0,2.0,4.0,57.0,4.0,0.0,1
5.24,76.0,56.0,3.0,2.0,71.0,7.0,0.0,1
8.52,90.0,73.0,1.0,5.0,62.0,7.0,0.0,1
5.73,57.0,72.0,1.0,1.0,76.0,4.0,0.0,0
8.26,84.0,52.0,0.0,1.0,60.0,7.0,0.0,1
9.63,86.0,77.0,3.0,5.0,78.0,10.0,1.0,1
8.12,76.0,88.0,3.0,4.0,94.0,3.0,1.0,1
9.6,80.0,56.0,0.0,0.0,76.0,7.0,1.0,1
5.14,61.0,52.0,0.0,3.0,43.0,10.0,0.0,0
8.19,60.0,73.0,2.0,5.0,99.0,7.0,0.0,1
5.54,52.0,94.0,1.0,3.0,62.0,6.0,1.0,1
6.84,88.0,87.0,2.0,4.0,58.0,10.0,0.0,1
8.64,93.0,85.0,1.0,0.0,79.0,10.0,0.0,1
8.28,54.0,74.0,3.0,5.0,65.0,5.0,1.0,1
5.3,55.0,91.0,1.0,3.0,71.0,6.0,0.0,0
8.01,52.0,87.0,3.0,4.0,92.0,3.0,1.0,1
5.52,85.0,68.0,0.0,1.0,61.0,10.0,0.0,0
7.74,60.0,94.0,1.0,3.0,71.0,8.0,0.0,1
9.67,80.0,60.0,0.0,3.0,78.0,5.0,0.0,1
5.93,60.0,69.0,0.0,4.0,45.0,10.0,1.0,1
9.39,67.0,93.0,3.0,5.0,57.0,8.0,0.0,1
6.43,91.0,84.0,0.0,5.0,76.0,1.0,1.0,1
5.61,64.0,50.0,1.0,2.0,65.0,5.0,1.0,0
8.28,52.0,76.0,2.0,4.0,97.0,6.0,1.0,1
6.05,56.0,76.0,0.0,2.0,45.0,2.0,0.0,0
9.32,56.0,78.0,3.0,3.0,81.0,8.0,0.0,1
6.74,71.0,79.0,1.0,1.0,57.0,8.0,1.0,1
5.92,88.0,52.0,3.0,3.0,79.0,4.0,0.0,1
7.29,69.0,83.0,1.0,5.0,47.0,6.0,1.0,1
5.1,54.0,60.0,0.0,0.0,66.0,8.0,1.0,0
9.58,76.0,77.0,0.0,4.0,81.0,5.0,1.0,1
7.42,77.0,51.0,3.0,1.0,88.0,3.0,1.0,1
8.59,87.0,65.0,1.0,0.0,85.0,10.0,1.0,1
8.67,76.0,86.0,1.0,1.0,48.0,6.0,1.0,1
8.33,77.0,65.0,0.0,3.0,92.0,10.0,1.0,1
8.52,72.0,62.0,3.0,5.0,91.0,5.0,1.0,1
7.88,75.0,89.0,0.0,0.0,76.0,8.0,0.0,1
6.42,73.0,76.0,0.0,3.0,59.0,5.0,0.0,0
7.27,64.0,74.0,2.0,3.0,54.0,4.0,0.0,1
6.38,59.0,95.0,0.0,4.0,65.0,1.0,1.0,0
8.14,60.0,59.0,1.0,2.0,59.0,2.0,1.0,1
7.29,87.0,54.0,0.0,0.0,88.0,6.0,0.0,1
5.54,92.0,62.0,3.0,2.0,55.0,2.0,1.0,0
8.84,82.0,88.0,0.0,5.0,46.0,2.0,1.0,0
9.11,59.0,90.0,2.0,3.0,61.0,10.0,1.0,1
9.5,82.0,66.0,1.0,1.0,50.0,4.0,0.0,0
5.23,55.0,86.0,1.0,1.0,83.0,4.0,1.0,1
8.31,87.0,61.0,2.0,4.0,54.0,6.0,1.0,1
7.44,94.0,82.0,2.0,5.0,78.0,4.0,1.0,1
7.56,73.0,70.0,1.0,2.0,96.0,5.0,0.0,1
6.61,72.0,55.0,3.0,1.0,57.0,5.0,1.0,1
6.89,57.0,89.0,0.0,4.0,67.0,1.0,0.0,0
9.75,79.0,73.0,3.0,2.0,87.0,9.0,0.0,1
8.7,59.0,72.0,3.0,3.0,61.0,9.0,1.0,1
8.84,94.0,57.0,3.0,3.0,72.0,9.0,0.0,1
8.2,69.0,50.0,3.0,0.0,57.0,3.0,0.0,1
8.15,56.0,72.0,2.0,1.0,100.0,8.0,1.0,1
5.98,88.0,80.0,0.0,5.0,55.0,10.0,1.0,1
5.02,77.0,81.0,1.0,2.0,48.0,4.0,1.0,0
9.14,81.0,79.0,1.0,2.0,51.0,10.0,0.0,1
7.49,87.0,70.0,0.0,1.0,63.0,6.0,0.0,0
9.78,62.0,72.0,1.0,4.0,97.0,1.0,1.0,1
5.51,90.0,77.0,0.0,5.0,60.0,9.0,0.0,1
9.72,54.0,76.0,0.0,2.0,54.0,4.0,0.0,1
7.51,68.0,59.0,1.0,0.0,40.0,2.0,0.0,0
8.48,83.0,94.0,0.0,1.0,86.0,3.0,0.0,1
6.38,92.0,84.0,3.0,4.0,76.0,7.0,0.0,1
5.76,54.0,63.0,0.0,3.0,73.0,9.0,1.0,1
5.7,58.0,94.0,0.0,3.0,73.0,8.0,0.0,1
5.12,74.0,92.0,1.0,3.0,84.0,5.0,0.0,1
6.88,91.0,66.0,0.0,5.0,78.0,5.0,1.0,1
7.96,82.0,67.0,3.0,3.0,87.0,8.0,0.0,1
6.07,83.0,70.0,3.0,2.0,52.0,7.0,0.0,1
8.05,51.0,90.0,1.0,1.0,50.0,9.0,1.0,1
5.32,80.0,73.0,3.0,0.0,43.0,3.0,0.0,0
5.41,53.0,94.0,1.0,5.0,57.0,7.0,0.0,1
7.95,56.0,89.0,3.0,4.0,63.0,10.0,1.0,1
7.54,59.0,66.0,3.0,3.0,83.0,7.0,0.0,1
6.54,82.0,85.0,2.0,0.0,62.0,9.0,0.0,1
7.81,73.0,88.0,1.0,1.0,94.0,2.0,0.0,1
7.19,56.0,67.0,2.0,1.0,85.0,10.0,1.0,1
8.25,52.0,66.0,1.0,0.0,87.0,4.0,1.0,1
7.82,78.0,88.0,0.0,5.0,73.0,3.0,0.0,1
7.59,72.0,91.0,1.0,3.0,68.0,8.0,1.0,1
6.46,73.0,85.0,1.0,5.0,91.0,5.0,0.0,1
8.23,94.0,51.0,1.0,2.0,97.0,8.0,1.0,1
7.19,59.0,70.0,1.0,5.0,70.0,4.0,1.0,1
9.27,74.0,85.0,2.0,5.0,81.0,10.0,0.0,1
8.88,93.0,56.0,1.0,3.0,49.0,5.0,0.0,1
5.32,79.0,76.0,3.0,4.0,62.0,6.0,0.0,1
8.91,50.0,61.0,3.0,4.0,56.0,10.0,0.0,1
5.03,80.0,56.0,2.0,0.0,65.0,10.0,0.0,1
6.01,62.0,59.0,1.0,0.0,62.0,4.0,1.0,0
5.75,57.0,80.0,1.0,4.0,52.0,10.0,1.0,1
8.66,84.0,95.0,1.0,5.0,89.0,8.0,1.0,1
7.07,68.0,62.0,0.0,2.0,82.0,9.0,1.0,1
5.28,87.0,70.0,2.0,1.0,60.0,7.0,1.0,1
8.65,92.0,64.0,3.0,1.0,60.0,1.0,0.0,1
9.07,68.0,83.0,2.0,2.0,40.0,5.0,0.0,1
6.42,59.0,52.0,2.0,1.0,46.0,9.0,1.0,1
9.7,85.0,76.0,3.0,2.0,43.0,5.0,0.0,1
9.37,58.0,88.0,0.0,3.0,61.0,9.0,1.0,1
7.67,80.0,56.0,1.0,1.0,76.0,5.0,1.0,1
7.31,82.0,83.0,1.0,1.0,88.0,7.0,1.0,1
6.94,75.0,61.0,3.0,4.0,95.0,1.0,1.0,1
8.59,82.0,65.0,0.0,1.0,79.0,7.0,1.0,1
5.76,65.0,74.0,3.0,4.0,95.0,2.0,0.0,1
9.72,91.0,59.0,1.0,2.0,41.0,10.0,0.0,1
5.74,94.0,60.0,2.0,0.0,75.0,10.0,1.0,1
5.19,94.0,93.0,1.0,5.0,98.0,7.0,0.0,1
9.15,90.0,90.0,3.0,1.0,59.0,1.0,0.0,1
6.76,54.0,79.0,1.0,5.0,62.0,7.0,0.0,1
9.05,71.0,65.0,1.0,2.0,77.0,1.0,1.0,1
6.91,88.0,73.0,2.0,0.0,80.0,8.0,0.0,1
9.74,71.0,70.0,0.0,0.0,59.0,4.0,1.0,1
7.2,93.0,77.0,3.0,2.0,57.0,1.0,1.0,1
6.19,61.0,72.0,3.0,3.0,100.0,8.0,1.0,1
5.15,57.0,88.0,0.0,1.0,69.0,1.0,0.0,0
8.5,50.0,90.0,3.0,3.0,44.0,6.0,1.0,1
8.42,85.0,50.0,1.0,2.0,63.0,8.0,0.0,1
6.75,78.0,75.0,2.0,5.0,62.0,8.0,1.0,1
5.89,62.0,90.0,3.0,0.0,56.0,3.0,0.0,0
5.56,72.0,74.0,1.0,4.0,63.0,8.0,0.0,1
5.08,84.0,79.0,3.0,2.0,66.0,10.0,0.0,1
8.58,95.0,85.0,3.0,1.0,76.0,7.0,0.0,1
7.95,75.0,81.0,2.0,0.0,90.0,8.0,0.0,1
8.46,88.0,54.0,1.0,0.0,74.0,4.0,1.0,1
9.25,76.0,95.0,2.0,3.0,88.0,3.0,1.0,1
5.44,66.0,71.0,3.0,0.0,75.0,2.0,1.0,0
5.09,72.0,56.0,1.0,1.0,42.0,4.0,1.0,0
6.12,63.0,55.0,0.0,3.0,40.0,10.0,1.0,0
6.83,67.0,93.0,1.0,2.0,69.0,8.0,1.0,1
9.25,81.0,81.0,2.0,3.0,43.0,8.0,0.0,1
7.09,92.0,82.0,2.0,3.0,50.0,10.0,1.0,1
9.31,64.0,75.0,2.0,0.0,67.0,1.0,0.0,1
5.39,93.0,78.0,2.0,5.0,46.0,1.0,1.0,0
8.67,63.0,90.0,3.0,5.0,41.0,1.0,1.0,1
5.37,73.0,74.0,3.0,1.0,41.0,8.0,0.0,0
5.77,62.0,57.0,2.0,0.0,55.0,5.0,1.0,0
9.22,80.0,61.0,1.0,5.0,52.0,10.0,0.0,1
6.72,58.0,81.0,0.0,5.0,94.0,4.0,0.0,1
7.04,86.0,65.0,1.0,2.0,68.0,4.0,0.0,0
6.64,72.0,53.0,1.0,4.0,71.0,5.0,1.0,1
6.03,76.0,69.0,1.0,0.0,69.0,6.0,0.0,0
8.0,66.0,62.0,3.0,0.0,61.0,3.0,1.0,1
7.79,88.0,65.0,2.0,1.0,45.0,8.0,1.0,1
9.44,77.0,77.0,0.0,2.0,79.0,2.0,1.0,1
5.9,50.0,76.0,1.0,0.0,52.0,5.0,0.0,0
7.2,53.0,71.0,1.0,1.0,74.0,7.0,0.0,1
9.55,76.0,60.0,0.0,1.0,89.0,2.0,0.0,1
7.32,93.0,76.0,1.0,3.0,77.0,8.0,1.0,1
6.18,93.0,59.0,0.0,5.0,75.0,3.0,1.0,1
6.75,56.0,90.0,3.0,5.0,94.0,3.0,1.0,1
5.54,85.0,59.0,0.0,1.0,93.0,8.0,1.0,1
8.44,69.0,86.0,0.0,2.0,82.0,6.0,0.0,1
9.2,89.0,64.0,2.0,1.0,68.0,8.0,1.0,1
8.27,94.0,67.0,3.0,5.0,75.0,4.0,0.0,1
9.71,81.0,91.0,0.0,3.0,96.0,2.0,0.0,1
6.22,54.0,92.0,2.0,5.0,70.0,6.0,0.0,1
5.91,56.0,50.0,0.0,4.0,84.0,8.0,1.0,1
7.51,58.0,74.0,3.0,3.0,61.0,4.0,0.0,1
9.19,95.0,89.0,1.0,5.0,69.0,8.0,0.0,1
7.62,54.0,89.0,3.0,4.0,41.0,10.0,1.0,1
7.48,69.0,52.0,2.0,2.0,53.0,10.0,1.0,1
7.08,91.0,86.0,3.0,2.0,40.0,4.0,0.0,0
9.24,64.0,82.0,3.0,2.0,62.0,9.0,0.0,1
8.17,67.0,91.0,1.0,3.0,80.0,1.0,0.0,1
5.3,91.0,83.0,1.0,0.0,85.0,9.0,1.0,1
8.53,73.0,66.0,0.0,0.0,42.0,2.0,1.0,0
5.59,64.0,67.0,1.0,0.0,84.0,2.0,0.0,0
8.19,56.0,65.0,3.0,5.0,52.0,10.0,0.0,1
8.68,63.0,69.0,2.0,2.0,77.0,9.0,1.0,1
5.06,71.0,64.0,3.0,3.0,67.0,9.0,0.0,1
5.19,56.0,59.0,2.0,1.0,65.0,9.0,0.0,1
7.51,59.0,91.0,1.0,0.0,76.0,5.0,0.0,1
7.56,81.0,60.0,0.0,2.0,67.0,9.0,1.0,1
9.5,82.0,50.0,0.0,0.0,50.0,6.0,1.0,1
5.09,84.0,61.0,1.0,5.0,83.0,4.0,0.0,1
9.3,68.0,89.0,2.0,3.0,50.0,10.0,1.0,1
9.7,81.0,83.0,2.0,0.0,55.0,2.0,1.0,1
7.53,51.0,73.0,3.0,5.0,86.0,1.0,0.0,1
5.56,70.0,83.0,1.0,3.0,84.0,1.0,0.0,0
6.32,73.0,50.0,2.0,2.0,54.0,5.0,1.0,1
7.55,65.0,89.0,3.0,5.0,48.0,10.0,1.0,1
6.25,60.0,59.0,2.0,5.0,75.0,10.0,1.0,1
7.34,72.0,87.0,1.0,0.0,52.0,1.0,0.0,0
8.76,66.0,65.0,1.0,0.0,53.0,1.0,0.0,0
5.54,50.0,75.0,3.0,0.0,79.0,5.0,0.0,1
5.16,73.0,76.0,0.0,2.0,60.0,10.0,0.0,0
8.92,55.0,56.0,2.0,0.0,41.0,7.0,1.0,1
6.33,69.0,68.0,3.0,3.0,50.0,1.0,0.0,0
8.79,94.0,94.0,2.0,0.0,40.0,1.0,1.0,0
6.67,59.0,60.0,1.0,1.0,80.0,9.0,0.0,1
5.88,65.0,78.0,0.0,2.0,57.0,6.0,1.0,0
5.76,87.0,72.0,3.0,1.0,81.0,5.0,1.0,1
5.16,64.0,69.0,0.0,3.0,49.0,7.0,1.0,0
5.62,51.0,94.0,1.0,3.0,81.0,4.0,0.0,1
6.82,65.0,95.0,0.0,5.0,40.0,5.0,0.0,0
7.15,55.0,67.0,0.0,0.0,61.0,9.0,1.0,1
5.38,56.0,73.0,0.0,4.0,56.0,8.0,0.0,0
5.57,50.0,84.0,1.0,0.0,43.0,3.0,0.0,0
5.75,92.0,77.0,3.0,4.0,49.0,7.0,1.0,1
6.95,91.0,76.0,1.0,4.0,50.0,10.0,0.0,1
5.8,93.0,55.0,2.0,3.0,91.0,3.0,1.0,1
8.48,77.0,62.0,1.0,2.0,75.0,9.0,0.0,1
5.71,76.0,68.0,1.0,1.0,90.0,2.0,0.0,0
6.45,71.0,93.0,0.0,5.0,64.0,7.0,1.0,1
6.3,83.0,73.0,0.0,0.0,94.0,1.0,0.0,0
9.08,77.0,68.0,2.0,1.0,55.0,8.0,1.0,1
5.97,52.0,61.0,2.0,0.0,54.0,8.0,1.0,1
9.52,50.0,91.0,0.0,4.0,54.0,3.0,0.0,1
8.67,88.0,78.0,3.0,2.0,63.0,10.0,1.0,1
8.46,73.0,59.0,0.0,5.0,60.0,2.0,1.0,1
7.79,90.0,73.0,1.0,3.0,58.0,2.0,1.0,1
5.65,79.0,82.0,3.0,1.0,91.0,5.0,1.0,1
7.34,68.0,72.0,2.0,2.0,76.0,3.0,1.0,1
5.68,66.0,79.0,0.0,0.0,71.0,8.0,0.0,0
5.09,53.0,52.0,2.0,1.0,48.0,4.0,0.0,0
8.19,75.0,76.0,3.0,4.0,47.0,4.0,1.0,1
9.71,76.0,75.0,3.0,5.0,95.0,9.0,1.0,1
8.36,75.0,66.0,2.0,0.0,95.0,1.0,0.0,1
6.22,51.0,57.0,2.0,1.0,82.0,3.0,1.0,1
5.47,52.0,53.0,3.0,5.0,76.0,6.0,0.0,1
5.02,55.0,84.0,2.0,2.0,74.0,5.0,0.0,0
8.91,56.0,89.0,3.0,3.0,93.0,2.0,0.0,1
7.51,88.0,55.0,0.0,0.0,50.0,1.0,0.0,0
7.95,62.0,82.0,3.0,2.0,90.0,9.0,0.0,1
8.13,93.0,68.0,2.0,0.0,47.0,4.0,0.0,0
8.36,53.0,51.0,0.0,4.0,41.0,4.0,0.0,0
7.84,61.0,70.0,3.0,2.0,99.0,3.0,0.0,1
8.08,72.0,85.0,3.0,3.0,45.0,1.0,1.0,1
6.16,85.0,94.0,1.0,5.0,42.0,8.0,1.0,1
9.51,59.0,54.0,0.0,2.0,40.0,9.0,0.0,1
7.78,83.0,74.0,2.0,3.0,85.0,4.0,0.0,1
5.02,92.0,54.0,1.0,1.0,83.0,3.0,1.0,0
8.13,51.0,89.0,0.0,5.0,82.0,10.0,1.0,1
8.25,69.0,62.0,1.0,3.0,95.0,4.0,1.0,1
6.68,92.0,61.0,3.0,1.0,53.0,6.0,0.0,1
5.11,62.0,71.0,3.0,4.0,59.0,10.0,0.0,1
7.72,73.0,62.0,3.0,2.0,78.0,9.0,1.0,1
6.22,84.0,89.0,2.0,2.0,90.0,9.0,0.0,1
7.39,88.0,72.0,3.0,2.0,47.0,2.0,1.0,1
9.09,95.0,72.0,3.0,5.0,73.0,5.0,1.0,1
9.74,76.0,90.0,0.0,0.0,63.0,8.0,0.0,1
7.24,69.0,84.0,3.0,0.0,98.0,1.0,0.0,1
6.59,65.0,55.0,1.0,2.0,49.0,6.0,0.0,0
6.37,95.0,66.0,3.0,3.0,98.0,7.0,1.0,1
5.85,84.0,61.0,1.0,0.0,73.0,10.0,1.0,1
5.8,61.0,78.0,1.0,2.0,70.0,10.0,1.0,1
9.75,79.0,92.0,1.0,4.0,82.0,7.0,0.0,1
7.89,77.0,93.0,0.0,0.0,54.0,2.0,1.0,0
9.62,76.0,64.0,2.0,4.0,85.0,7.0,1.0,1
5.67,86.0,79.0,1.0,4.0,46.0,6.0,0.0,0
6.38,77.0,73.0,2.0,0.0,47.0,10.0,1.0,1
6.71,89.0,54.0,2.0,4.0,89.0,4.0,0.0,1
5.88,90.0,74.0,0.0,4.0,42.0,6.0,1.0,0
6.78,53.0,55.0,0.0,1.0,58.0,8.0,0.0,0
6.23,66.0,81.0,0.0,5.0,56.0,3.0,1.0,0
5.26,92.0,81.0,1.0,2.0,43.0,7.0,0.0,0
9.07,55.0,59.0,1.0,2.0,67.0,1.0,1.0,1
9.66,61.0,83.0,1.0,0.0,88.0,10.0,0.0,1
7.36,88.0,89.0,2.0,5.0,50.0,10.0,0.0,1
8.23,61.0,89.0,2.0,0.0,56.0,5.0,0.0,1
8.61,65.0,63.0,0.0,3.0,57.0,6.0,0.0,1
9.65,84.0,68.0,2.0,3.0,42.0,10.0,1.0,1
7.92,52.0,67.0,1.0,4.0,89.0,4.0,0.0,1
6.64,71.0,80.0,2.0,2.0,91.0,9.0,0.0,1
8.92,81.0,58.0,3.0,3.0,80.0,6.0,1.0,1
8.15,80.0,63.0,1.0,5.0,67.0,5.0,1.0,1
6.61,59.0,70.0,1.0,1.0,43.0,4.0,0.0,0
8.6,82.0,61.0,1.0,5.0,60.0,4.0,1.0,1
7.9,62.0,52.0,1.0,3.0,89.0,2.0,0.0,1
8.35,91.0,80.0,0.0,3.0,79.0,6.0,1.0,1
7.77,53.0,52.0,1.0,5.0,73.0,5.0,1.0,1
6.95,85.0,63.0,0.0,0.0,90.0,2.0,0.0,0
8.11,73.0,75.0,1.0,4.0,44.0,3.0,0.0,0
6.72,87.0,91.0,0.0,5.0,100.0,9.0,1.0,1
8.51,56.0,85.0,3.0,4.0,91.0,6.0,0.0,1
6.22,69.0,66.0,3.0,4.0,49.0,5.0,1.0,1
8.59,60.0,91.0,1.0,0.0,63.0,5.0,1.0,1
9.15,68.0,78.0,2.0,1.0,76.0,4.0,1.0,1
6.66,83.0,87.0,2.0,4.0,90.0,8.0,0.0,1
6.84,58.0,64.0,0.0,0.0,87.0,1.0,0.0,0
7.39,63.0,52.0,2.0,0.0,90.0,1.0,1.0,1
6.15,64.0,59.0,0.0,2.0,52.0,6.0,1.0,0
8.39,87.0,83.0,1.0,3.0,64.0,2.0,0.0,1
6.3,65.0,81.0,1.0,2.0,40.0,2.0,0.0,0
8.53,73.0,60.0,3.0,4.0,67.0,1.0,1.0,1
5.34,86.0,80.0,3.0,4.0,99.0,8.0,0.0,1
9.59,62.0,65.0,0.0,2.0,59.0,5.0,0.0,1
5.96,75.0,51.0,2.0,2.0,79.0,5.0,1.0,1
7.67,52.0,58.0,2.0,2.0,62.0,3.0,1.0,1
8.4,95.0,81.0,0.0,4.0,94.0,4.0,1.0,1
9.27,85.0,51.0,0.0,3.0,91.0,6.0,0.0,1
6.13,80.0,70.0,3.0,4.0,72.0,1.0,0.0,1
8.33,85.0,74.0,0.0,3.0,59.0,4.0,1.0,1
9.03,74.0,64.0,0.0,3.0,98.0,1.0,0.0,1
5.9,64.0,94.0,1.0,4.0,58.0,3.0,0.0,0
8.19,57.0,93.0,2.0,3.0,82.0,9.0,1.0,1
9.76,80.0,73.0,2.0,5.0,54.0,2.0,0.0,1
5.28,66.0,89.0,2.0,0.0,41.0,6.0,0.0,0
5.38,52.0,50.0,3.0,5.0,53.0,5.0,0.0,1
5.25,85.0,53.0,2.0,1.0,71.0,8.0,1.0,1
9.44,69.0,95.0,0.0,0.0,99.0,2.0,1.0,1
6.71,94.0,82.0,0.0,2.0,94.0,6.0,1.0,1
6.58,72.0,53.0,0.0,0.0,54.0,3.0,1.0,0
7.55,88.0,84.0,0.0,1.0,95.0,8.0,0.0,1
7.09,83.0,52.0,3.0,4.0,57.0,6.0,1.0,1
6.35,87.0,62.0,1.0,0.0,92.0,1.0,0.0,0
8.16,93.0,67.0,3.0,2.0,83.0,9.0,0.0,1
7.85,60.0,79.0,0.0,1.0,77.0,5.0,0.0,1
6.21,87.0,86.0,0.0,4.0,60.0,5.0,0.0,0
8.54,88.0,93.0,1.0,5.0,49.0,9.0,1.0,1
7.72,61.0,50.0,2.0,1.0,73.0,7.0,0.0,1
9.76,75.0,75.0,1.0,0.0,92.0,3.0,1.0,1
8.29,93.0,57.0,2.0,5.0,68.0,2.0,1.0,1
6.09,65.0,62.0,3.0,0.0,47.0,7.0,1.0,1
5.7,53.0,56.0,3.0,5.0,95.0,4.0,0.0,1
9.15,55.0,54.0,3.0,3.0,82.0,7.0,0.0,1
5.84,69.0,77.0,3.0,4.0,99.0,9.0,0.0,1
5.82,73.0,87.0,0.0,4.0,67.0,8.0,1.0,1
7.98,57.0,69.0,0.0,2.0,81.0,1.0,1.0,1
6.38,53.0,88.0,1.0,2.0,98.0,10.0,0.0,1
8.29,69.0,51.0,2.0,1.0,98.0,7.0,1.0,1
6.53,77.0,83.0,0.0,3.0,40.0,10.0,1.0,1
8.03,72.0,57.0,2.0,2.0,94.0,8.0,1.0,1
9.52,95.0,67.0,2.0,2.0,57.0,4.0,0.0,1
7.75,53.0,54.0,3.0,3.0,54.0,7.0,0.0,1
7.83,50.0,82.0,0.0,2.0,77.0,7.0,0.0,1
7.89,83.0,69.0,3.0,2.0,84.0,3.0,0.0,1
9.03,78.0,81.0,1.0,5.0,42.0,2.0,1.0,1
9.54,77.0,92.0,2.0,4.0,44.0,5.0,1.0,1
5.27,90.0,90.0,1.0,4.0,45.0,3.0,0.0,0
8.12,56.0,70.0,1.0,1.0,95.0,4.0,1.0,1
6.8,90.0,58.0,0.0,5.0,47.0,6.0,1.0,0
6.2,92.0,90.0,0.0,5.0,94.0,2.0,1.0,1
6.74,57.0,78.0,0.0,1.0,74.0,2.0,0.0,0
8.7,53.0,83.0,1.0,3.0,73.0,6.0,1.0,1
5.53,63.0,76.0,0.0,0.0,45.0,8.0,1.0,0
9.29,69.0,82.0,2.0,3.0,100.0,4.0,1.0,1
9.73,89.0,51.0,1.0,5.0,95.0,8.0,1.0,1
7.8,74.0,79.0,0.0,0.0,57.0,7.0,0.0,0
5.4,90.0,92.0,0.0,3.0,76.0,2.0,0.0,0
6.45,84.0,54.0,1.0,5.0,51.0,3.0,0.0,0
8.95,88.0,51.0,2.0,5.0,78.0,6.0,0.0,1
5.72,86.0,50.0,0.0,1.0,41.0,1.0,0.0,0
9.04,81.0,62.0,0.0,2.0,97.0,6.0,1.0,1
5.11,80.0,64.0,2.0,3.0,61.0,10.0,0.0,1
6.54,61.0,62.0,2.0,5.0,44.0,10.0,0.0,1
8.11,72.0,65.0,2.0,5.0,92.0,9.0,1.0,1
5.94,58.0,94.0,2.0,4.0,45.0,5.0,1.0,0
7.06,94.0,55.0,2.0,0.0,87.0,2.0,1.0,1
7.9,73.0,52.0,1.0,1.0,88.0,8.0,1.0,1
6.91,60.0,59.0,1.0,2.0,95.0,5.0,1.0,1
6.8,55.0,93.0,0.0,1.0,89.0,10.0,1.0,1
5.74,92.0,86.0,3.0,0.0,44.0,3.0,1.0,0
8.64,73.0,50.0,0.0,1.0,78.0,4.0,1.0,1
5.99,50.0,90.0,1.0,3.0,79.0,5.0,0.0,1
8.19,76.0,68.0,2.0,4.0,44.0,9.0,1.0,1
9.51,93.0,51.0,2.0,0.0,53.0,7.0,1.0,1
6.45,86.0,56.0,3.0,0.0,63.0,2.0,1.0,0
6.55,86.0,83.0,2.0,3.0,43.0,5.0,1.0,0
9.19,64.0,65.0,0.0,4.0,94.0,2.0,1.0,1
8.41,55.0,94.0,1.0,4.0,43.0,2.0,0.0,0
8.37,82.0,57.0,0.0,1.0,98.0,3.0,0.0,1
9.54,66.0,89.0,0.0,3.0,74.0,3.0,1.0,1
8.11,88.0,72.0,1.0,2.0,43.0,2.0,1.0,0
6.16,79.0,90.0,1.0,4.0,82.0,6.0,0.0,1
6.18,62.0,61.0,0.0,1.0,74.0,6.0,0.0,0
7.32,86.0,85.0,0.0,2.0,96.0,9.0,1.0,1
6.79,63.0,66.0,1.0,4.0,69.0,7.0,1.0,1
6.8,88.0,94.0,0.0,5.0,88.0,10.0,0.0,1
6.08,58.0,83.0,1.0,4.0,45.0,5.0,0.0,0
9.49,90.0,62.0,2.0,4.0,46.0,9.0,0.0,1
9.01,88.0,71.0,3.0,5.0,100.0,8.0,0.0,1
5.69,54.0,91.0,1.0,4.0,51.0,8.0,0.0,0
8.66,58.0,76.0,2.0,0.0,81.0,5.0,1.0,1
6.88,51.0,66.0,2.0,5.0,100.0,2.0,0.0,1
7.79,82.0,53.0,1.0,5.0,79.0,4.0,0.0,1
9.47,86.0,60.0,0.0,4.0,42.0,6.0,1.0,1
